id,genre,score,years
26,Action,5.5,1
26,Action,3.7,1
26,Drama,6.3,1
26,Comedy,6.9,1
26,Horror,5.5,1
27,Biography,7.7,1
27,Biography,7.3,1
27,Thriller,4.9,1
27,Comedy,6.7,1
27,Comedy,7,1
27,Drama,6.5,1
27,Horror,3.6,0
27,Crime,5.9,1
27,Comedy,6.5,1
27,Comedy,5.5,1
28,Comedy,7.4,1
28,Crime,6.1,1
28,Horror,3.9,1
28,Drama,6.9,1
28,Comedy,6.6,1
28,Horror,5.6,1
28,Comedy,7.2,1
28,Action,6.4,0
28,Comedy,5,0
28,Drama,6,1
29,Crime,6.4,1
29,Comedy,6,0
29,Comedy,6.6,1
29,Action,6.5,1
29,Comedy,5.5,1
29,Drama,6.9,1
29,Comedy,5.1,0
29,Western,6.4,0
29,Horror,5.7,0
29,Comedy,4.9,1
30,Comedy,4.7,0
30,Action,5.6,1
30,Comedy,6.2,1
30,Drama,6.5,1
30,Action,6.3,1
30,Action,5.3,1
30,Comedy,5.7,1
30,Drama,5.7,1
30,Drama,7,0
30,Sci-Fi,6.2,1
31,Action,5.6,0
31,Comedy,6.2,0
31,Comedy,6.2,1
31,Drama,6.5,1
31,Drama,5.9,1
31,Action,6,0
31,Comedy,3.5,1
31,Comedy,4.7,1
31,Biography,7.4,1
31,Action,5.7,1
32,Comedy,5.8,1
32,Crime,6.5,1
32,Drama,6.1,0
32,Crime,4.4,1
32,Biography,6.8,0
32,Comedy,5.3,1
32,Comedy,7.7,1
32,Animation,7.1,0
32,Crime,5.1,0
32,Comedy,3.9,1
33,Comedy,6.2,1
33,Drama,7.2,0
33,Action,6.1,0
33,Sci-Fi,5.8,0
33,Animation,6.8,0
33,Animation,6.3,0
33,Crime,5.7,0
33,Comedy,3.8,0
33,Drama,7,0
33,Comedy,6.7,0
34,Comedy,6.8,1
34,Crime,8.3,0
34,Crime,7.1,1
34,Action,8.3,1
34,Comedy,6.8,1
34,Adventure,7.4,1
34,Comedy,7.5,1
34,Action,5,1
34,Comedy,7.2,0
34,Drama,4.7,1
35,Adventure,3.7,1
35,Horror,6.7,1
35,Horror,6.3,1
35,Drama,6.2,1
35,Action,7.1,1
35,Adventure,7.8,1
35,Action,6.1,1
35,Comedy,4.9,1
35,Drama,7.2,1
35,Action,6.5,1
36,Comedy,5.3,1
36,Comedy,6.4,1
36,Crime,7.2,1
36,Horror,7.2,0
36,Comedy,7.4,1
36,Horror,6.5,1
36,Action,6.2,1
36,Comedy,7.9,0
36,Horror,6.1,1
36,Action,6.6,1
37,Drama,6.7,1
37,Comedy,6.6,1
37,Action,6.4,1
37,Action,5.9,1
37,Crime,6.5,0
37,Comedy,7.4,1
37,Crime,7.2,1
37,Biography,7.2,1
37,Drama,5.9,0
37,Drama,5.7,1
38,Comedy,5.2,1
38,Drama,6.6,1
38,Animation,6.6,1
38,Drama,6.9,0
38,Action,6,0
38,Comedy,7.5,1
38,Drama,8.1,0
38,Comedy,5,0
38,Action,3.5,0
38,Action,4.6,0
39,Comedy,5,1
39,Fantasy,6.8,1
39,Drama,7.4,0
39,Biography,6.7,1
39,Crime,6.7,1
39,Action,6.3,1
39,Comedy,6.3,0
39,Drama,7.3,1
39,Comedy,4.9,1
39,Comedy,4.7,1
40,Sci-Fi,6.4,0
40,Comedy,6.4,1
40,Action,5.7,1
40,Crime,6.3,1
40,Action,6.4,0
40,Comedy,5.2,0
40,Horror,5.2,1
40,Action,4.9,0
40,Adventure,5,0
40,Comedy,4.7,0
41,Action,5,1
41,Action,5.5,1
41,Adventure,6.1,1
41,Adventure,7.5,1
41,Comedy,7.1,1
41,Animation,6.5,1
41,Adventure,4,1
41,Comedy,7.2,1
41,Drama,4.3,1
41,Drama,7,1
42,Horror,4.1,1
42,Drama,7,0
42,Action,5.9,1
42,Action,6.1,1
42,Comedy,7.7,0
42,Drama,6.5,0
42,Action,4.6,1
42,Comedy,6.8,0
42,Drama,6,0
42,Adventure,4.7,0
43,Comedy,5.6,1
43,Action,4.4,1
43,Horror,6.1,1
43,Comedy,4.3,1
43,Action,5.5,1
43,Drama,5.7,1
43,Comedy,5.8,1
43,Drama,3,1
43,Crime,6.3,1
43,Drama,7.6,1
44,Thriller,6.6,1
44,Biography,7,0
44,Comedy,5.3,1
44,Horror,5.8,0
44,Comedy,4.6,0
44,Action,5.7,0
44,Comedy,6.6,0
44,Comedy,4.9,0
44,Comedy,6.3,0
44,Drama,6.6,0
45,Comedy,5.2,0
45,Drama,6.6,0
45,Biography,6.7,1
45,Drama,5.9,1
45,Comedy,6.7,0
45,Action,6.2,0
45,Horror,5.5,1
45,Adventure,6,0
45,Action,3.8,0
45,Comedy,3.7,0
46,Drama,6.8,1
46,Comedy,5.8,1
46,Comedy,5.2,1
46,Biography,6.7,1
46,Drama,5.1,1
46,Comedy,5.3,1
46,Action,4.3,1
46,Action,3.8,0
46,Drama,6.1,1
46,Comedy,5.2,1
47,Action,4.7,1
47,Drama,6.1,1
47,Drama,6.3,1
47,Crime,4.9,1
47,Drama,6,1
47,Comedy,7.3,0
47,Action,4.9,1
47,Drama,7.2,0
47,Comedy,5.4,0
47,Action,4.5,1
48,Thriller,5.4,1
48,Comedy,5,0
48,Drama,6.7,1
48,Drama,5.3,1
48,History,8.3,0
48,Action,8,1
48,Action,6.5,1
48,Action,7.8,0
48,Action,7.3,0
48,Crime,8.4,1
49,Comedy,6.7,1
49,Action,7.5,1
49,Crime,6.8,1
49,Horror,7.5,1
49,Biography,8.3,1
49,Action,7.3,1
49,Action,6.4,0
49,Adventure,7.4,1
49,Drama,6.6,1
49,Comedy,6.6,1
50,Comedy,7.3,1
50,Action,6.9,0
50,Action,6.7,0
50,Comedy,7,0
50,Drama,8.1,0
50,Comedy,7.9,0
50,Drama,7.1,0
50,Comedy,7.2,0
50,Action,5.9,0
50,Horror,5.6,0
51,Action,6.8,1
51,Comedy,6.3,1
51,Crime,7.6,1
51,Drama,7.5,1
51,Comedy,6.3,0
51,Animation,8.1,1
51,Horror,6,1
51,Comedy,4.9,0
51,Action,5.9,1
51,Action,4.4,1
52,Adventure,7,1
52,Action,6.1,1
52,Horror,5.6,0
52,Comedy,6,0
52,Action,5.9,0
52,Adventure,6.4,0
52,Action,6.7,0
52,Action,6.9,0
52,Adventure,6.8,0
52,Biography,7.8,0
53,Crime,6.5,1
53,Romance,7,1
53,Comedy,6.4,1
53,Comedy,5.8,1
53,Action,6.3,1
53,Drama,6.4,1
53,Adventure,6.1,1
53,Drama,7.4,1
53,Comedy,3,1
53,Action,5.1,1
54,Comedy,7.5,1
54,Action,5.7,1
54,Adventure,7.3,1
54,Drama,6.5,1
54,Comedy,6,1
54,Crime,7.1,1
54,Adventure,4.9,1
54,Action,5.5,1
54,Adventure,6.4,1
54,Adventure,6.9,1
55,Comedy,6.1,1
55,Drama,6.5,1
55,Action,5.3,1
55,Comedy,5.8,1
55,Drama,7.3,0
55,Drama,6.7,1
55,Comedy,4.2,1
55,Comedy,6.5,1
55,Action,6.6,1
55,Comedy,6.7,1
56,Horror,5.9,1
56,Action,6.7,1
56,Comedy,6.7,1
56,Drama,5.4,1
56,Comedy,4.1,1
56,Comedy,6.3,0
56,Crime,6.3,1
56,Comedy,3.9,1
56,Comedy,6.2,1
56,Comedy,5.6,1
57,Drama,5.9,1
57,Drama,6.5,1
57,Comedy,3.7,1
57,Comedy,5.1,1
57,Drama,6.6,1
57,Action,5.8,1
57,Comedy,6.5,1
57,Action,5.4,1
57,Adventure,4.3,1
57,Action,6,1
58,Drama,6.2,1
58,Adventure,5.7,1
58,Comedy,6.1,1
58,Drama,8.3,1
58,Drama,6.3,0
58,Horror,6,1
58,Crime,7.2,1
58,Comedy,6.7,1
58,Comedy,3.7,0
58,Action,5.9,1
59,Comedy,5.8,1
59,Action,5.5,0
59,Drama,7,1
59,Drama,6.1,0
59,Action,6.4,1
59,Drama,6.1,0
59,Comedy,6.4,0
59,Comedy,4.8,0
59,Comedy,5.3,1
59,Crime,5.8,0
60,Comedy,6.8,1
60,Comedy,5.5,1
60,Comedy,7.4,0
60,Comedy,3.8,1
60,Comedy,6,1
60,Comedy,5.5,1
60,Action,4.5,0
60,Comedy,6.6,0
60,Comedy,6.3,1
60,Comedy,6.8,1
61,Comedy,5.7,1
61,Comedy,7.4,1
61,Comedy,6,1
61,Horror,5.9,1
61,Drama,6.1,1
61,Comedy,6.4,1
61,Drama,6.7,1
61,Comedy,4.7,1
61,Drama,5.8,1
61,Drama,5.2,1
62,Drama,6.3,0
62,Comedy,5.4,1
62,Drama,6.3,1
62,Drama,3.7,1
62,Adventure,6.3,0
62,Comedy,5.9,1
62,Drama,5.7,1
62,Adventure,5.2,1
62,Comedy,7.9,0
62,Drama,6,1
63,Drama,5.8,1
63,Drama,5.7,1
63,Comedy,6.5,1
63,Comedy,4.5,1
63,Comedy,5.4,1
63,Drama,6.3,1
63,Drama,5.2,1
63,Drama,5.9,1
63,Biography,6.5,1
63,Drama,7.6,1
64,Drama,6.6,0
64,Drama,5.8,1
64,Comedy,5.3,1
64,Biography,6.1,1
64,Comedy,3.8,1
64,Comedy,5.7,1
64,Drama,6.9,1
64,Comedy,5.7,1
64,Drama,7.3,1
64,Comedy,5.1,1
65,Animation,5.1,1
65,Comedy,5.1,1
65,Comedy,6.2,1
65,Comedy,6.6,0
65,Adventure,7.8,0
65,Adventure,8.5,0
65,Action,7.3,1
65,Comedy,7.3,0
65,Comedy,7.8,0
65,Comedy,6.7,0
66,Action,6.5,1
66,Biography,7.2,1
66,Adventure,6.4,1
66,Comedy,7.3,1
66,Drama,6.4,1
66,Drama,7.9,1
66,Drama,7.3,1
66,Comedy,6.1,1
66,Comedy,7,1
66,Action,6.7,1
67,Crime,7.4,1
67,Drama,7.8,0
67,Action,7.2,1
67,Drama,6.9,1
67,Comedy,7.1,1
67,Action,8.2,1
67,Adventure,7,0
67,Drama,7.3,1
67,Action,5.1,0
67,Fantasy,7.1,1
68,Adventure,6.5,1
68,Adventure,6.7,0
68,Action,6.3,1
68,Comedy,7.7,1
68,Action,6.3,0
68,Comedy,6.9,0
68,Drama,4.5,1
68,Horror,5.5,0
68,Comedy,6.3,0
68,Action,6.2,0
69,Adventure,7,1
69,Biography,7.2,0
69,Horror,7.1,0
69,Comedy,6.5,0
69,Adventure,6.2,1
69,Adventure,6.4,1
69,Comedy,6.2,1
69,Comedy,5.8,1
69,Animation,6.4,1
69,Horror,4.8,1
70,Action,7.2,1
70,Comedy,7.2,1
70,Comedy,6.5,1
70,Action,6.9,1
70,Action,6.6,1
70,Comedy,6,1
70,Comedy,6,1
70,Drama,6.6,1
70,Drama,6.5,1
70,Action,6.9,1
71,Action,6.1,1
71,Adventure,5.5,1
71,Action,6.1,1
71,Comedy,5.5,0
71,Comedy,5.3,1
71,Action,7.6,0
71,Action,6.5,1
71,Comedy,7,1
71,Drama,6.7,0
71,Comedy,6.5,1
72,Horror,6.4,1
72,Drama,7.4,1
72,Comedy,6.9,1
72,Adventure,6.8,1
72,Drama,6.5,1
72,Comedy,4.8,1
72,Action,6.9,1
72,Comedy,6.7,1
72,Drama,6.8,1
72,Comedy,8,1
73,Horror,4.3,1
73,Comedy,6.6,1
73,Action,5.7,1
73,Family,6.3,1
73,Biography,8,0
73,Drama,6.2,1
73,Comedy,6.3,0
73,Comedy,7,1
73,Comedy,6.9,1
73,Drama,6.5,1
74,Adventure,7,1
74,Comedy,6.5,1
74,Comedy,6.7,0
74,Action,6.2,0
74,Action,5.9,0
74,Action,5.2,0
74,Action,5.5,0
74,Action,6.9,0
74,Action,5.7,0
74,Biography,6.8,0
75,Comedy,5,1
75,Drama,7,1
75,Comedy,6.3,1
75,Comedy,7.7,1
75,Comedy,5.7,1
75,Drama,7.6,1
75,Action,6,1
75,Comedy,6.1,1
75,Comedy,5.3,1
75,Crime,6.1,1
76,Comedy,4.7,1
76,Action,5.5,0
76,Adventure,5.3,1
76,Comedy,7,1
76,Thriller,6.6,1
76,Comedy,5.7,1
76,Horror,5.3,0
76,Drama,6.1,1
76,Adventure,5.1,0
76,Action,6.1,1
77,Comedy,5.7,1
77,Action,4.4,0
77,Biography,7.1,1
77,Comedy,4.5,0
77,Action,4.8,0
77,Adventure,6.3,0
77,Crime,6.2,0
77,Drama,6.6,0
77,Comedy,6.5,0
77,Animation,7.4,0
78,Action,5.7,1
78,Fantasy,5.3,1
78,Comedy,4.5,0
78,Action,6.2,1
78,Drama,6,1
78,Adventure,5.3,0
78,Drama,7.5,0
78,Action,5.3,1
78,Action,5.7,1
78,Crime,6.1,1
79,Comedy,6,0
79,Drama,7.8,1
79,Comedy,6.5,1
79,Animation,7.3,1
79,Drama,6.1,1
79,Comedy,6.2,1
79,Drama,7.7,1
79,Drama,7.8,1
79,Adventure,5.5,1
79,Animation,6.5,1
80,Comedy,5.4,1
80,Action,4.5,1
80,Animation,5.7,1
80,Drama,6.4,1
80,Action,5.6,0
80,Drama,6.5,1
80,Biography,6.7,1
80,Adventure,6.1,1
80,Family,6.5,0
80,Comedy,5.8,1
81,Comedy,5.4,0
81,Drama,6.2,0
81,Drama,4.1,1
81,Crime,6.1,1
81,Comedy,5.4,1
81,Drama,7,1
81,Biography,6.8,1
81,Thriller,6.5,1
81,Comedy,4.6,0
81,Drama,6.8,1
82,Comedy,5.9,0
82,Animation,6.9,1
82,Action,6,0
82,Comedy,6.6,1
82,Action,5.1,0
82,Drama,4.1,0
82,Drama,7.6,0
82,Action,5.2,0
82,Comedy,6.9,0
82,Action,5.9,0
83,Biography,7.5,1
83,Action,5,1
83,Biography,6.7,1
83,Comedy,4.2,1
83,Comedy,4.7,1
83,Drama,6.1,1
83,Comedy,6.9,1
83,Comedy,6.4,1
83,Comedy,5.3,1
83,Action,4.8,1
84,Comedy,5.1,1
84,Comedy,6.6,1
84,Drama,6.8,1
84,Comedy,6.3,1
84,Animation,6.9,1
84,Adventure,6.6,0
84,Drama,6.5,1
84,Comedy,6.6,1
84,Thriller,4.6,0
84,Drama,6.9,1
85,Comedy,6.4,1
85,Drama,5.4,1
85,Drama,5.6,1
85,Action,6.9,1
85,Action,8.3,1
85,Adventure,8.1,1
85,Comedy,7.8,1
85,Action,6.6,1
85,Adventure,7.4,1
85,Action,7.1,1
86,Action,7.3,1
86,Comedy,6.8,1
86,Drama,8.1,1
86,Drama,7.7,1
86,Crime,7.2,1
86,Action,4.7,1
86,Drama,7.6,1
86,Comedy,7,1
86,Adventure,6.6,1
86,Action,6.1,1
87,Crime,7,1
87,Drama,6,1
87,Action,6,1
87,Action,7.3,1
87,Comedy,6.7,1
87,Action,5.6,0
87,Crime,7.7,0
87,Action,6,0
87,Drama,7,0
87,Drama,7.5,1
88,Drama,6.9,1
88,Adventure,6.9,1
88,Action,5.8,1
88,Comedy,6.4,1
88,Adventure,7.4,1
88,Drama,6.6,1
88,Drama,6.2,1
88,Comedy,6.5,1
88,Action,5.5,1
88,Comedy,6.9,1
89,Horror,6,0
89,Comedy,6.4,0
89,Comedy,6.6,0
89,Drama,7.4,0
89,Comedy,6.2,0
89,Comedy,6.1,0
89,Comedy,5.6,0
89,Action,5.5,0
89,Comedy,6.4,0
89,Horror,6.7,0
90,Biography,7,1
90,Biography,7,1
90,Crime,7.3,1
90,Comedy,5.4,1
90,Comedy,6.8,0
90,Drama,8.1,1
90,Action,7.2,1
90,Drama,6.9,0
90,Animation,6.9,1
90,Adventure,5.7,1
91,Action,5.6,1
91,Comedy,7.9,1
91,Animation,7.2,1
91,Comedy,6.9,0
91,Animation,7.3,1
91,Comedy,6.1,1
91,Comedy,4.5,1
91,Crime,7,0
91,Drama,6.5,1
91,Comedy,6.9,1
92,Comedy,6.1,1
92,Drama,7.1,1
92,Adventure,5.4,1
92,Comedy,6.8,0
92,Action,6.5,0
92,Action,5.8,0
92,Comedy,5.3,0
92,Comedy,7.7,0
92,Horror,5.7,0
92,Crime,7.3,0
93,Horror,5.4,1
93,Action,4.6,1
93,Adventure,7,1
93,Biography,6.6,1
93,Drama,7.2,1
93,Horror,5.6,1
93,Drama,7,1
93,Comedy,6.2,1
93,Horror,6.2,1
93,Comedy,6.5,1
94,Action,6.1,1
94,Crime,5.7,1
94,Biography,7.1,1
94,Comedy,5.1,0
94,Drama,8,1
94,Drama,5.7,1
94,Action,5.7,1
94,Action,6.7,1
94,Action,3.9,0
94,Adventure,5.8,1
95,Comedy,5.7,1
95,Action,4.8,1
95,Sci-Fi,6.2,1
95,Comedy,5.8,0
95,Comedy,5.2,1
95,Comedy,5.9,1
95,Drama,6.5,1
95,Comedy,6.3,1
95,Comedy,7.2,0
95,Animation,7.7,1
96,Action,6,1
96,Drama,5.6,0
96,Comedy,8,0
96,Crime,5.4,0
96,Action,6.2,0
96,Comedy,5.9,0
96,Comedy,5.9,0
96,Comedy,5.7,0
96,Crime,5.7,0
96,Crime,6.4,0
97,Action,5.5,1
97,Drama,6.3,1
97,Drama,4.7,1
97,Comedy,5.7,1
97,Drama,7.7,1
97,Comedy,6.2,1
97,Action,4.9,1
97,Comedy,6,1
97,Action,5.1,0
97,Comedy,5.8,1
98,Horror,5.7,1
98,Comedy,6.6,1
98,Comedy,6,1
98,Horror,5.9,1
98,Biography,6.4,1
98,Action,6,1
98,Drama,4.8,1
98,Crime,6,1
98,Comedy,6.4,1
98,Comedy,5,1
99,Comedy,7.1,1
99,Comedy,3.5,1
99,Drama,5.8,1
99,Drama,5.6,0
99,Comedy,4.7,0
99,Action,5.8,1
99,Action,5.6,0
99,Comedy,5.8,0
99,Comedy,5.1,0
99,Action,5.4,0
100,Crime,5.7,1
100,Adventure,3.2,0
100,Drama,5.7,1
100,Action,4.7,0
100,Action,5.2,0
100,Comedy,5.6,0
100,Adventure,5.7,0
100,Drama,5.4,1
100,Drama,5.9,0
100,Comedy,7.2,0
101,Comedy,3.2,1
101,Biography,5.3,0
101,Comedy,6.8,0
101,Comedy,5.4,0
101,Comedy,5.6,0
101,Comedy,7.3,0
101,Drama,7.4,0
101,Drama,5.9,0
101,Drama,7.2,0
101,Comedy,5.9,0
102,Adventure,5.6,1
102,Animation,6,1
102,Comedy,4.2,1
102,Drama,7.6,1
102,Action,5.2,1
102,Action,5.2,0
102,Action,4.4,0
102,Comedy,6,0
102,Action,4.6,0
102,Comedy,7,1
103,Crime,4.9,1
103,Action,5.6,1
103,Thriller,6.2,0
103,Animation,5.5,0
103,Action,4.8,0
103,Action,4.1,0
103,Drama,6.6,0
103,Comedy,5.7,0
103,Drama,7.7,0
103,Family,7.2,0
104,Drama,6.7,1
104,Drama,5.9,1
104,Biography,6,1
104,Action,5,1
104,Action,5,1
104,Drama,6.8,1
104,Action,5.3,0
104,Drama,5.8,1
104,Drama,7.2,0
104,Comedy,5.5,1
105,Drama,3.7,1
105,Action,4,0
105,Drama,5.9,0
105,Adventure,8.1,0
105,Comedy,7.3,0
105,Drama,8.3,0
105,Action,7.8,0
105,Action,7.5,0
105,Drama,7,0
105,Adventure,6.9,0
106,Crime,7.9,0
106,Adventure,7.1,1
106,Comedy,7.3,1
106,Action,7.6,1
106,Action,7,1
106,Comedy,5.9,0
106,Action,5.4,1
106,Drama,6.9,0
106,Horror,7,0
106,Action,7.7,1
107,Action,7.1,0
107,Comedy,6.6,1
107,Drama,7.1,1
107,Action,6.7,1
107,Crime,6.4,1
107,Horror,7.3,0
107,Comedy,7.1,1
107,Adventure,3,1
107,Crime,7.4,1
107,Biography,7.3,1
108,Fantasy,6.6,1
108,Comedy,7.6,1
108,Comedy,6.8,1
108,Comedy,6.9,1
108,Action,6.5,1
108,Action,3.7,1
108,Comedy,6.5,1
108,Comedy,7.6,1
108,Comedy,7.7,1
108,Comedy,6.6,1
109,Action,6.8,1
109,Action,6.7,1
109,Action,5.8,1
109,Biography,7.7,1
109,Crime,6.4,1
109,Comedy,6.1,0
109,Biography,6.9,1
109,Comedy,5.1,1
109,Action,7,1
109,Horror,6.7,1
110,Drama,8,1
110,Drama,7.7,1
110,Comedy,7.2,1
110,Comedy,6,1
110,Fantasy,6.1,1
110,Comedy,5,1
110,Horror,6.8,1
110,Comedy,6.1,1
110,Drama,5.7,1
110,Comedy,6.7,1
111,Comedy,6.6,1
111,Comedy,6,0
111,Comedy,6.3,1
111,Comedy,6.2,0
111,Comedy,3.4,0
111,Comedy,6.3,0
111,Biography,7.5,0
111,Fantasy,6.1,0
111,Comedy,5.5,0
111,Comedy,5.8,0
112,Action,6.7,1
112,Action,5.6,0
112,Horror,7,0
112,Crime,6.4,0
112,Comedy,7.2,0
112,Fantasy,5.5,0
112,Comedy,6,0
112,Drama,8,0
112,Comedy,6.5,0
112,Comedy,7.3,0
113,Crime,6.1,1
113,Action,4.5,1
113,Comedy,4.8,1
113,Action,6.6,1
113,Drama,7.8,1
113,Adventure,2.6,1
113,Comedy,7.5,1
113,Comedy,7.4,1
113,Comedy,6.1,1
113,Comedy,7.1,1
114,Action,5,0
114,Action,6.5,0
114,Crime,6.1,0
114,Comedy,5.4,0
114,Action,5.4,0
114,Crime,7.3,0
114,Biography,7.4,0
114,Action,5.9,1
114,Action,5.2,0
114,Comedy,5.3,0
115,Comedy,5.9,1
115,Crime,6.1,0
115,Comedy,6,0
115,Drama,6.7,0
115,Comedy,4.8,0
115,Action,6.6,0
115,Drama,7.9,0
115,Drama,7.8,0
115,Crime,6.6,0
115,Thriller,6.6,0
116,Animation,7.2,0
116,Comedy,4.2,1
116,Horror,5.7,1
116,Comedy,6.4,1
116,Adventure,6.2,1
116,Comedy,6.4,0
116,Action,6.5,1
116,Comedy,5.7,0
116,Comedy,4.7,0
116,Action,6.1,1
117,Comedy,5.4,1
